Feature ID	Taxon	Confidence	Consensus	Method
0012e4cef38276dffb0333dfa27aa982	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter	0.999999999744531	1.0	sklearn
001358bf37c182227596dd6ef52216ca	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.9941520316099645	1.0	sklearn
001729c59208842e7ddfd87e8f43a142	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp016290325	0.9999975369921607	1.0	sklearn
001a45c370cfd7bdba7114ff273286bd	d__Bacteria	1.0000000000000138	1.0	sklearn
001dec6212914f7df57cf49dc9d73c93	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1367	0.7691234411327937	1.0	sklearn
0023fbeeda47c7030f967a0ff00e9f12	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.9953861777299653	1.0	sklearn
002ad1f157c91e0c4faf72c56ee5471c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Massilibacteroides;s__Massilibacteroides vaginae	0.9961592229888105	1.0	sklearn
00317838f1cf68611fafbc26b1891b6c	d__Bacteria;p__Riflebacteria;c__Ozemobacteria;o__Ozemobacterales;f__Ozemobacteraceae;g__RUG334;s__RUG334 sp905236675	0.999999988826744	1.0	sklearn
003aa09fd2b3f658c194041bfc596377	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-314;g__SFEB01;s__SFEB01 sp004558105	0.9996855798721198	1.0	sklearn
003be88cebb6b08d244efbb8cf2df9fb	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900316445	0.9999757494599332	1.0	sklearn
004e717566e5ba160a348759f8ef7691	d__Bacteria;p__Bacillota;c__Bacilli;o__Acholeplasmatales	0.9708695383761293	1.0	sklearn
00623de7e1aefba511c687da810968f2	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.9998815097310796	1.0	sklearn
0071555c784023c8b78b6b484a308bcd	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp944372585	0.8832146819433265	1.0	sklearn
007759173bb6babd4d15d15b8c994e9e	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__UBA1711;s__UBA1711 sp902775135	0.9128839234711511	1.0	sklearn
0078532275c14bac2dcf7e0ae4a16c71	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3766;s__UBA3766 sp900100245	0.9996863111132607	1.0	sklearn
0088d75cf905665e2a4b382361ddd544	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	0.9910653840550596	1.0	sklearn
00976f6c5f2c33465a4464a39062f6f4	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002393865	0.7163300760732889	1.0	sklearn
00978e60814dc722f09e19c6d38cba93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UBA4372;s__UBA4372 sp905235285	0.9975965947180003	1.0	sklearn
